_id,pin,number,total_amount
3531024,0079G00152000000,1,857.99
3531025,0079G00154000000,2,886.09
3531026,0079G00164000000,1,166.02
3531027,0079G00173000000,1,571.2
3531028,0079G00179000000,33,17691.01
3531029,0079G00187000000,88,1218.49
3531030,0079G00223000000,1,5059.36
3531031,0079G00228000000,32,12496.53
3531032,0079G00230000000,1,9.38
3531033,0079G00234000000,1,192.6
3531034,0079G00235000000,4,690.6
3531035,0079G00237000000,1,550.76
3531036,0079G00246000000,34,15056.01
3531037,0079G00248000000,48,22798.95
3531038,0079G00250000000,30,9466.8
3531039,0079G00252000000,51,17951.06
3531040,0079G00267000000,28,3369.33
3531041,0079G00281000000,1,431.2
3531042,0079G00282000000,9,465.24
3531043,0079G00286000000,30,16047.68
3531044,0079G00287000000,30,759.29
3531045,0079G00328000000,26,9244.15
3531046,0079G00332000000,3,30.24
3531047,0079G00348000000,1,563.52
3531048,0079G00350000000,14,5208.93
3531049,0079G00352000000,10,4477.65
3531050,0079G00356000000,54,17375.73
3531051,0079G00357000000,23,6596.46
3531052,0079G00358000000,24,11207.54
3531053,0079G00361000000,39,19394.24
3531054,0079G00362000000,6,550.87
3531055,0079G00368000000,45,5457.06
3531056,0079G00369000000,2,1015.7
3531057,0079G00370000000,1,526.4
3531058,0079H00059000000,1,200.7
3531059,0079H00075000000,3,2444.41
3531060,0079H00086000000,6,5024.85
3531061,0079H00098000000,6,1730.16
3531062,0079H00148000000,12,12990.8
3531063,0079J00030000000,1,230.67
3531064,0079J00046000000,2,652.55
3531065,0079J00050000000,52,25108.51
3531066,0079J00051000000,1,2153.17
3531067,0079J00072000000,1,1218.95
3531068,0079K00010000000,54,89.04
3531069,0079K00012000000,91,11441.28
3531070,0079K00043000000,54,190.12
3531071,0079K00048000000,72,93.3
3531072,0079K00070000000,1,3080.85
3531073,0079K00078000000,1,274.95
3531074,0079K00088000000,1,559.65
3531075,0079L00003000000,11,4989.07
3531076,0079L00005000000,22,8841.84
3531077,0079L00006000000,37,4007.04
3531078,0079L00007000000,10,4583.38
3531079,0079L00014000000,2,318.75
3531080,0079L00022000000,4,2838.22
3531081,0079L00030000000,87,10847.67
3531082,0079L00032000000,71,403.39
3531083,0079L00041000000,85,418.29
3531084,0079L00043000000,82,236.25
3531085,0079L00044000000,84,249.25
3531086,0079L00050000000,28,3112.54
3531087,0079L00061000000,6,3419.23
3531088,0079L00063000000,4,3320.18
3531089,0079L00066000000,24,19395.16
3531090,0079L00069000000,12,6048.1
3531091,0079L00072000000,59,16720.47
3531092,0079L00073000000,9,4371.75
3531093,0079L00077000000,10,2437.37
3531094,0079L00118000000,113,4696.43
3531095,0079L00122000000,20,11277.49
3531096,0079L00123000000,2,3058.43
3531097,0079L00124000000,4,3193.58
3531098,0079L00126000000,1,386.4
3531099,0079L00134000000,43,64.48
3531100,0079L00144000000,7,10080.02
3531101,0079L00165000000,1,1020.11
3531102,0079L00167000000,2,1222.62
3531103,0079L00173000000,33,273.65
3531104,0079L00178000000,1,100.35
3531105,0079L00185000000,41,547.21
3531106,0079L00190000000,49,2475.49
3531107,0079L00195000000,44,881.12
3531108,0079L00210000000,6,2931.71
3531109,0079L00222000000,1,37.73
3531110,0079L00224000000,68,8568.04
3531111,0079L00238000000,1,288.82
3531112,0079L00240000000,80,26504.09
3531113,0079L00257000000,43,48.08
3531114,0079L00269000000,36,20.06
3531115,0079M00002000000,32,179.48
3531116,0079N00017000000,1,1378.26
3531117,0079N00021000000,4,2872.88
3531118,0079N00058000000,2,2601.47
3531119,0079N00144000000,5,7299.75
3531120,0079N00158000000,9,8635.59
3531121,0079N00159000000,43,48.5
3531122,0079N00164000000,6,7375.13
3531123,0079N00256000000,45,5546.81
3531124,0079P00048000000,3,1592.82
3531125,0079P00059000000,89,7687.41
3531126,0079P00061000000,59,7124.94
3531127,0079P00066000000,2,554.2
3531128,0079P00067000000,88,3188.45
3531129,0079P00120000000,1,2056.37
3531130,0079P00160000000,2,2944.44
3531131,0079R00020000000,1,1172.97
3531132,0079R00038000000,2,2593.56
3531133,0079R00046000000,58,3334.25
3531134,0079R00052000000,62,3966.42
3531135,0079R00060000000,98,4352.45
3531136,0079R00062000000,69,3500.83
3531137,0079R00064000000,69,3573.95
3531138,0079R00066000000,18,3595.82
3531139,0079R00070000000,7,95.18
3531140,0079R00084000000,23,33.85
3531141,0079R00085000000,1,103.18
3531142,0079R00100000000,38,452.41
3531143,0079R00102000000,17,5202.17
3531144,0079R00109000000,1,1575.86
3531145,0079S00001000001,7,9942.44
3531146,0080A00078000000,1,19.5
3531147,0080A00098000000,3,135.75
3531148,0080C00102000000,2,4038.38
3531149,0080C00120000000,2,1653.69
3531150,0080C00125000000,2,3361
3531151,0080C00152000000,2,288.56
3531152,0080C00172000000,1,523.61
3531153,0080D00006000A00,7,2621.63
3531154,0080D00022000000,7,4086.1
3531155,0080D00027000000,3,199.87
3531156,0080D00039000A00,1,1622.39
3531157,0080D00044000100,5,271.09
3531158,0080D00058000000,3,1024.56
3531159,0080D00066000000,13,8567.85
3531160,0080D00071000000,4,911.68
3531161,0080D00094000000,1,70.35
3531162,0080D00096000A00,1,203.39
3531163,0080D00116000300,18,819.08
3531164,0080D0011600A100,5,680.39
3531165,0080D00123000000,1,18.05
3531166,0080D00132000000,1,1429.66
3531167,0080D00135000000,6,182.04
3531168,0080D00135000A00,4,479.23
3531169,0080D00152000C00,2,212.37
3531170,0080D00162000B00,1,492.41
3531171,0080D00208000000,5,2395.21
3531172,0080D00209000000,3,1616.22
3531173,0080D00209000300,2,191.67
3531174,0080D00214000A00,31,5947.47
3531175,0080D00215000A00,5,2313.86
3531176,0080D00234000000,1,142.97
3531177,0080D00235000000,1,672.58
3531178,0080D00273000000,1,846.67
3531179,0080D00273000A00,2,837.26
3531180,0080D00277000000,1,153.36
3531181,0080D00280000000,4,744.76
3531182,0080D00281000001,1,235.23
3531183,0080D00282000A00,1,139.31
3531184,0080D00284000000,12,1798.44
3531185,0080D00292000000,3,995.25
3531186,0080D00302000000,2,57.62
3531187,0080D00309020100,1,21.08
3531188,0080D00318000000,1,150.55
3531189,0080D00320000A00,9,1344.7
3531190,0080D00327000000,27,259.74
3531191,0080D00329000A00,1,692.2
3531192,0080D00331000000,2,138.25
3531193,0080D00339000000,1,56.76
3531194,0080D00341000000,1,239.81
3531195,0080D00352000000,1,186.15
3531196,0080D00367000000,2,8626.54
3531197,0080D00385000000,1,104.3
3531198,0080D00390000000,1,385.5
3531199,0080D00500000000,16,16.72
3531200,0080D00501000000,16,19.54
3531201,0080E00398000000,6,9466.49
3531202,0080F00002000000,2,485.3
3531203,0080F00004000000,1,1501.56
3531204,0080F00143000A00,5,1084.11
3531205,0080F00148000000,3,952.8
3531206,0080F00151000000,3,1772.56
3531207,0080G00022000A00,14,8307.14
3531208,0080G00068000000,2,2018.84
3531209,0080G00073000000,1,1963.9
3531210,0080G00106000000,1,533.72
3531211,0080G00127000A00,4,263.79
3531212,0080G00143000000,1,14.75
3531213,0080G00161000000,1,271.5
3531214,0080G00169000000,1,548.21
3531215,0080G00186000000,1,178.78
3531216,0080G00195000A00,1,64.19
3531217,0080G00197000000,2,82.22
3531218,0080G00199000000,5,4195.67
3531219,0080G00201000000,12,3516.25
3531220,0080G00212000B00,42,12139.46
3531221,0080G00241000000,9,5637.68
3531222,0080G00256000000,2,80.36
3531223,0080G00272000000,4,988.42
3531224,0080G00272000A00,1,20
3531225,0080G00273000000,2,1531.52
3531226,0080H00011000000,1,6.15
3531227,0080H00013000C00,1,108.79
3531228,0080H00014000000,1,6.57
3531229,0080H00022000000,2,343.29
3531230,0080H00029000000,1,186.59
3531231,0080H00034000000,1,3.78
3531232,0080H00043000000,1,244.54
3531233,0080H00048000000,3,3372.93
3531234,0080H00048000A00,36,352.75
3531235,0080H00049000000,2,1725.04
3531236,0080H00059000000,1,780.92
3531237,0080H00078000A00,50,20143.8
3531238,0080H00115000000,3,355
3531239,0080H00129000000,1,114.56
3531240,0080H00139000000,1,1419
3531241,0080H00144000000,2,3693.6
3531242,0080H00145000000,1,212.38
3531243,0080H00147000000,27,374.47
3531244,0080H00152000000,1,117.78
3531245,0080H00166000000,1,136.95
3531246,0080H00170000000,2,67.69
3531247,0080H00172000000,3,49.68
3531248,0080H00181000A00,1,227.04
3531249,0080H00210000000,1,186.36
3531250,0080H00230000000,1,654.63
3531251,0080H00252000000,24,15009.35
3531252,0080H00268000000,2,1740.59
3531253,0080K00048000000,4,1965.26
3531254,0080K00079000000,2,122.12
3531255,0080K00081000000,2,293.04
3531256,0080K00122000000,3,1061.26
3531257,0080K00128000000,3,2186.48
3531258,0080K00157000000,3,380.77
3531259,0080K00244000A00,43,5291.81
3531260,0080K00287000000,1,1671.98
3531261,0080K00289000000,1,2185.26
3531262,0080L00013000000,1,300.58
3531263,0080M00187000000,1,40.93
3531264,0080N00008000000,2,335.19
3531265,0080N00118000000,14,782.96
3531266,0080N00149000000,14,1391.24
3531267,0080N00150000000,14,1511.91
3531268,0080N00154000000,1,241.84
3531269,0080N00187000000,1,639.05
3531270,0080N00193000000,24,4998.81
3531271,0080P00013000000,1,644.9
3531272,0080P00026000000,2,1513.95
3531273,0080P00035000000,1,379.35
3531274,0080P00036000000,3,923.82
3531275,0080P00037000000,2,2813.26
3531276,0080P00047000000,1,142.7
3531277,0080P00055000000,1,457.07
3531278,0080P00067000B00,2,103.7
3531279,0080P00086000000,1,105.8
3531280,0080P00086000A00,1,105.8
3531281,0080P00088000A00,1,151.36
3531282,0080P00091000000,4,999.02
3531283,0080P00097000000,2,50.38
3531284,0080P00098000000,13,6447
3531285,0080P00100000B00,13,3564.11
3531286,0080P00106000000,1,377.93
3531287,0080P00108000A00,2,104.93
3531288,0080P00120000000,10,4364.39
3531289,0080P00130000000,26,3849.43
3531290,0080P00146000000,1,308.4
3531291,0080P0014600A200,2,75.01
3531292,0080P00215000000,1,479.15
3531293,0080P00219000000,6,2765.61
3531294,0080P00224000000,1,494.76
3531295,0080P00230000000,1,912.42
3531296,0080P00239000000,22,10042.16
3531297,0080P00268000000,3,2227.69
3531298,0080P00271000000,3,2765.8
3531299,0080P00272000000,3,1445.62
3531300,0080P00296000000,10,4789.81
3531301,0080P00324000000,1,471.59
3531302,0081A00005000000,5,285.94
3531303,0081A00008000000,1,110.21
3531304,0081A00028000000,8,2665.97
3531305,0081A00040000000,13,50.15
3531306,0081A00044000000,1,282.38
3531307,0081A00050000000,4,16.81
3531308,0081A00073000000,1,289
3531309,0081A00098000000,6,351.76
3531310,0081A00099000000,2,311.99
3531311,0081A00116000000,41,4969.39
3531312,0081A00123000000,3,719.2
3531313,0081A00125000000,17,10158.41
3531314,0081A00134000000,5,392.16
3531315,0081A00137000000,25,65.26
3531316,0081A00195000000,4,10.07
3531317,0081A00206000000,1,208.12
3531318,0081A00250000000,2,344.37
3531319,0081A00292000000,4,3546.39
3531320,0081A00321000000,6,3169.52
3531321,0081A00323000000,1,241.64
3531322,0081A00325000000,9,3826
3531323,0081A00500000000,17,37.59
3531324,0081A00501000000,16,33.44
3531325,0081B00024000000,1,751.44
3531326,0081B00054000000,2,289.25
3531327,0081B00063000000,1,120.9
3531328,0081B00070000000,12,4579.25
3531329,0081B00121000000,1,373.67
3531330,0081B00122000000,1,3.78
3531331,0081B00143000000,2,163.29
3531332,0081B00147000000,5,4975.65
3531333,0081B00149000000,1,4.58
3531334,0081B00153000000,3,3907.95
3531335,0081B00160000000,3,1964.4
3531336,0081B00163000000,4,4588.17
3531337,0081B00166000000,11,3244.18
3531338,0081B00230000000,4,1235.46
3531339,0081B00322000000,1,397.79
3531340,0081B00332000000,1,259.21
3531341,0081C00021000000,1,349.55
3531342,0081C00050000000,1,1158.69
3531343,0081C00053000000,4,2865.86
3531344,0081C00082000000,1,108.79
3531345,0081C00109000000,1,368.94
3531346,0081C00123000000,1,51.21
3531347,0081C00138000000,2,1629.16
3531348,0081C00185000000,4,612.57
3531349,0081C00191000000,5,7379.79
3531350,0081C00238000000,1,299.22
3531351,0081C00401000000,1,106.2
3531352,0081D00039000000,1,800.45
3531353,0081D00049000000,3,830.1
3531354,0081D00150000000,2,139.76
3531355,0081D00160000000,1,103.69
3531356,0081D00202000000,1,220.89
3531357,0081E00004000000,4,2359.69
3531358,0081E00011000000,2,275.28
3531359,0081E00015000000,1,9.85
3531360,0081E00018000000,1,10.32
3531361,0081E00038000000,1,9.07
3531362,0081E00039000A00,1,1055.55
3531363,0081E00048000000,1,811.9
3531364,0081E00049000000,1,182.5
3531365,0081E00050000000,1,395.37
3531366,0081E00060000000,1,132.44
3531367,0081E00071000A00,1,1913.65
3531368,0081E00089000000,1,284.21
3531369,0081E00093000000,7,742.78
3531370,0081E00095000000,7,843.82
3531371,0081E00104000000,1,216.63
3531372,0081E00113000000,1,64.33
3531373,0081E00116000000,1,531.01
3531374,0081F00014000000,1,401.1
3531375,0081F00086000000,2,358.54
3531376,0081F00087000000,7,8702.69
3531377,0081F00091000000,9,2314.72
3531378,0081F00095000000,1,235.08
3531379,0081F00106000000,1,1314.44
3531380,0081F00130000000,1,260.15
3531381,0081F00141000000,16,13883.72
3531382,0081F00162000000,14,1817.83
3531383,0081F00164000000,1,2079.62
3531384,0081F00166000000,10,4868.26
3531385,0081F00170000000,1,277.37
3531386,0081F00184000000,1,236.5
3531387,0081F00188000000,1,263.46
3531388,0081F00189000000,1,160.35
3531389,0081F00191000000,1,228.46
3531390,0081F00203000000,2,829.2
3531391,0081F00205000000,3,643.78
3531392,0081F00220000000,1,467.8
3531393,0081F00250000000,1,145.24
3531394,0081G00004000000,4,259.93
3531395,0081G00024000000,5,4338.36
3531396,0081G00030000000,1,1237.65
3531397,0081G00040000000,4,194.84
3531398,0081G00044000000,11,25.4
3531399,0081G00060000000,8,404.54
3531400,0081G00096000000,13,9400.17
3531401,0081G00099000000,4,3088.68
3531402,0081G00129000000,1,2030.14
3531403,0081G00137000000,1,58.7
3531404,0081G00183000000,8,9554.01
3531405,0081G00210000000,1,309.82
3531406,0081G00219000000,3,1534.76
3531407,0081G00223000000,2,771.94
3531408,0081G00261000000,1,194.4
3531409,0081G00266000000,1,677.33
3531410,0081H00002000000,2,343.83
3531411,0081H00026000000,2,106.06
3531412,0081H00038000000,2,128.16
3531413,0081H00050000000,18,47.37
3531414,0081H00065000000,6,922.3
3531415,0081H00070000000,2,633.03
3531416,0081H00108000000,1,468.74
3531417,0081H00114000000,1,414.82
3531418,0081H00130000000,6,1345.82
3531419,0081H00146000000,1,435.16
3531420,0081H00154000000,3,4322.94
3531421,0081H00264000000,3,3401.1
3531422,0081H00290000000,1,241.3
3531423,0081H00296000000,2,2391.72
3531424,0081H00324000000,5,9629.21
3531425,0081H00326000000,1,340.56
3531426,0081H00328000000,1,435.81
3531427,0081H00334000000,1,442.73
3531428,0081H00354000000,15,18316.65
3531429,0081L00037000000,4,743.02
3531430,0081L00050000000,1,235.91
3531431,0081L00052000000,1,283.33
3531432,0081L00062000000,1,376.04
3531433,0081L00070000000,1,627.2
3531434,0081L00084000000,3,1928.22
3531435,0081L00122000000,2,973
3531436,0081L00124000000,1,87.58
3531437,0081L00141000000,1,138.73
3531438,0081L00143000000,9,4707.44
3531439,0081L00164000000,3,1631.06
3531440,0081L00178000000,2,500.55
3531441,0081L00183000000,2,234.49
3531442,0081L00190000000,4,3046.93
3531443,0081L00202000000,1,222.31
3531444,0081L00210000000,5,2190.74
3531445,0081M00175000000,1,656.58
3531446,0081M00220000000,2,5444.98
3531447,0081M00222000000,1,2206.26
3531448,0081M00260000000,1,372.72
3531449,0081M00270000000,14,18856.65
3531450,0081M00308000000,7,7595.14
3531451,0081M00310000000,1,313.13
3531452,0081M00312000000,18,10121.02
3531453,0081M00314000000,1,296.1
3531454,0081M00342000000,3,2809.38
3531455,0081M00350000000,1,173.34
3531456,0081P00008000000,18,92.05
3531457,0081R00001000000,2,25.84
3531458,0081R00002000000,2,46.24
3531459,0081R00007000000,25,24730.45
3531460,0081R00011000000,2,499.34
3531461,0081R00017000000,40,6568.84
3531462,0081R00019000000,47,5566.72
3531463,0081R00020000000,50,5261.85
3531464,0081R00021000000,19,3478.82
3531465,0081R00024000000,11,36.45
3531466,0081R00028000000,8,84.9
3531467,0081R00030000000,2,20.4
3531468,0081R00098000000,9,81.39
3531469,0081R00111000000,2,13.6
3531470,0081R00122000000,36,17738.37
3531471,0081R00123000000,35,3721.15
3531472,0081R00131000000,3,513.69
3531473,0081R00134000000,39,90.1
3531474,0081R00141000000,8,32
3531475,0081R00142000000,7,14.16
3531476,0081R00155000000,4,20.76
3531477,0081R00156000000,16,93.62
3531478,0081R00157000000,2,27.2
3531479,0081R00304000000,1,299.88
3531480,0081R00309000000,4,493.75
3531481,0081R00310000000,1,704.88
3531482,0081R00312000000,1,285.22
3531483,0081S00001000000,2,20.4
3531484,0081S00120000000,2,369.88
3531485,0081S00140000000,3,6095.8
3531486,0081S00146000000,19,2713.4
3531487,0081S00156000000,1,1522.6
3531488,0082A00100000000,3,1135.08
3531489,0082A00164000000,1,1575.97
3531490,0082A00182000000,1,570.44
3531491,0082A00219000000,1,166.16
3531492,0082A00267000000,2,323.08
3531493,0082B00024000000,1,389.28
3531494,0082B00043000000,1,1379.51
3531495,0082B00133000000,3,15.47
3531496,0082B00185000000,13,28.2
3531497,0082E00050000000,3,12.26
3531498,0082E00125000000,3,1532.22
3531499,0082E00172000000,1,499.96
3531500,0082E00263000000,2,2527.97
3531501,0082E00286000000,1,73.64
3531502,0082E00308000000,9,4940.28
3531503,0082E00312000000,1,196.56
3531504,0082E00313000000,4,2205.78
3531505,0082F00005000000,1,8.05
3531506,0082F00126000000,1,515.57
3531507,0082F00147000000,1,568.51
3531508,0082F00171000000,9,9254.07
3531509,0082F00174000000,1,20.85
3531510,0082F00214000000,4,1086.12
3531511,0082F00280000000,3,107.58
3531512,0082F00284000000,3,322.31
3531513,0082F00292000000,2,43.14
3531514,0082F00293000000,3,351.03
3531515,0082G00023000000,2,937.7
3531516,0082G00085000000,1,445.57
3531517,0082G00099140600,5,5025.72
3531518,0082G00102000000,1,1291.29
3531519,0082G00124000A00,1,321.64
3531520,0082G00143000000,1,50.48
3531521,0082G00173000000,2,2697.87
3531522,0082G00175000000,10,14558.66
3531523,0082G00258000000,1,87.52
3531524,0082H00060000000,1,409.07
3531525,0082H00063000000,8,1710.52
3531526,0082H00066000000,1,392.12
3531527,0082H00068000000,1,371.3
3531528,0082H00071000000,1,5004.34
3531529,0082H00077000000,1,303.19
3531530,0082H00081000000,1,88.88
3531531,0082H00082000000,1,863.16
3531532,0082H00149000000,2,1786.08
3531533,0082H00156000000,2,3225.3
3531534,0082H00249000000,6,13102.21
3531535,0082H00284000000,1,1191.96
3531536,0082J00073000000,1,324.81
3531537,0082J00077000000,1,347.66
3531538,0082J00128000000,1,1361.21
3531539,0082J00130000000,2,999.08
3531540,0082J00155000000,2,109.65
3531541,0082J00252000000,5,6140.71
3531542,0082J00309000000,3,1666.32
3531543,0082J00323000000,1,507.06
3531544,0082K00038000000,1,0.4
3531545,0082K00079000000,2,365.72
3531546,0082K00109000000,1,84.18
3531547,0082K00123000000,2,2074.32
3531548,0082L00078000000,1,714.7
3531549,0082L00281000000,2,8345.74
3531550,0082M00126000000,1,162.71
3531551,0082M00161000000,2,339.35
3531552,0082M00175000000,1,1112.4
3531553,0082M00183000000,1,195.35
3531554,0082M00222000000,3,5780.58
3531555,0082N00028000000,1,953.49
3531556,0082N00046000000,2,260.74
3531557,0082N00104000000,3,656.56
3531558,0082N00116000000,1,1687.16
3531559,0082N00161000000,1,1204.7
3531560,0082N00185000000,1,836.26
3531561,0082N00266000000,1,388.33
3531562,0082P00029000000,2,147.78
3531563,0082P00083000000,6,1202.1
3531564,0082P00085000000,4,387.43
3531565,0082P00124000000,7,3397.63
3531566,0082P00129000000,2,499.58
3531567,0082P00136000000,1,425.7
3531568,0082P00147000000,1,1689.17
